,ID,EQValue,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness,Innovativeness,RiskTaking,Proactiveness,Need4Achieve,Networking,Hipster,Hacker,Hustler
13,1161100981,5.725,0.6,0.4,0.6,0.6,0.6,0.7142857142857143,0.38095238095238093,0.35714285714285715,0.45714285714285713,0.6666666666666666,0.7380952380952381,0.6938775510204082,0.8095238095238095
14,1161102123,3.6435,0.5,0.5,0.5,0.5,0.5,0.6122448979591837,0.6190476190476191,0.6428571428571429,0.6285714285714286,0.47619047619047616,0.3333333333333333,0.5918367346938775,0.5952380952380952
15,1161101481,3.2785499999999996,0.6,0.8,0.7,0.3,0.5,0.6938775510204082,0.2857142857142857,0.21428571428571427,0.2,0.42857142857142855,0.6666666666666666,0.7551020408163265,0.6428571428571429
16,1161102300,4.781750000000001,0.5,0.7,0.6,0.3,0.6,0.5714285714285714,0.38095238095238093,0.5357142857142857,0.5428571428571428,0.5,0.5714285714285714,0.6122448979591837,0.6428571428571429
17,1161102145,6.5321,0.4,0.8,0.6,0.5,0.4,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.37142857142857144,0.6666666666666666,0.8095238095238095,0.7551020408163265,0.8095238095238095
18,1161102454,5.26825,0.6,0.6,0.7,0.5,0.5,0.7551020408163265,0.5238095238095238,0.4642857142857143,0.6,0.5476190476190477,0.7619047619047619,0.7142857142857143,0.7142857142857143
19,1161102201,4.27805,0.5,0.7,0.7,0.7,0.6,0.7959183673469388,0.047619047619047616,0.39285714285714285,0.4,0.5952380952380952,0.7857142857142857,0.7346938775510204,0.6190476190476191
20,1161102581,3.7935000000000003,0.6,0.7,0.8,0.5,0.4,0.7959183673469388,0.47619047619047616,0.5357142857142857,0.45714285714285713,0.5,0.7142857142857143,0.7346938775510204,0.7380952380952381
21,1161202337,1.6733,0.6,0.7,0.6,0.6,0.6,0.5918367346938775,0.19047619047619047,0.5,0.4857142857142857,0.6190476190476191,0.5238095238095238,0.7755102040816326,0.6666666666666666
22,1161101308,6.44275,0.5,0.7,0.7,0.6,0.6,0.673469387755102,0.5238095238095238,0.75,0.7142857142857143,0.4523809523809524,0.7142857142857143,0.6326530612244898,0.6666666666666666
23,1161200249,4.0242,0.4,0.7,0.5,0.6,0.5,0.6122448979591837,0.42857142857142855,0.5357142857142857,0.37142857142857144,0.6190476190476191,0.6190476190476191,0.6938775510204082,0.5238095238095238
24,1161301743,4.94955,0.6,0.5,0.6,0.5,0.5,0.673469387755102,0.38095238095238093,0.39285714285714285,0.4,0.7380952380952381,0.8571428571428571,0.6326530612244898,0.8333333333333334
25,1161100226,4.6421,0.4,0.6,0.6,0.6,0.4,0.5102040816326531,0.6666666666666666,0.5,0.5714285714285714,0.35714285714285715,0.42857142857142855,0.46938775510204084,0.5714285714285714
26,1161101220,5.490399999999999,0.3,0.3,0.1,0.7,0.6,0.8163265306122449,0.6190476190476191,0.2857142857142857,0.37142857142857144,0.2857142857142857,0.8571428571428571,0.6326530612244898,0.40476190476190477
27,1161102625,4.61375,0.5,0.7,0.6,0.1,0.5,0.6530612244897959,0.5714285714285714,0.8571428571428571,0.7714285714285715,0.8571428571428571,0.6904761904761905,0.7346938775510204,0.9047619047619048
28,1161100243,4.3094,0.5,0.5,0.4,0.5,0.5,0.8163265306122449,0.19047619047619047,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.8095238095238095,0.7551020408163265,0.6666666666666666
29,1161102006,4.993,0.7,0.7,0.5,0.4,0.5,0.7551020408163265,0.19047619047619047,0.5357142857142857,0.45714285714285713,0.5,0.8809523809523809,0.5102040816326531,0.7380952380952381
30,1161100847,3.99665,0.5,0.8,0.8,0.6,0.5,0.673469387755102,0.3333333333333333,0.4642857142857143,0.45714285714285713,0.6190476190476191,0.8095238095238095,0.5918367346938775,0.5238095238095238
31,1161102226,5.6187499999999995,0.6,0.8,0.6,0.6,0.5,0.7346938775510204,0.6190476190476191,0.4642857142857143,0.4,0.5952380952380952,0.8571428571428571,0.7346938775510204,0.7380952380952381
32,1161100213,3.5962,0.5,0.6,0.4,0.4,0.5,0.673469387755102,0.23809523809523808,0.32142857142857145,0.45714285714285713,0.42857142857142855,0.8095238095238095,0.6938775510204082,0.5714285714285714
33,1161100179,1.6959499999999998,0.3,0.3,0.8,0.7,0.7,0.5102040816326531,0.14285714285714285,0.25,0.2857142857142857,0.40476190476190477,0.6904761904761905,0.5510204081632653,0.6428571428571429
34,1161201058,3.299,0.5,0.6,0.5,0.4,0.5,0.7346938775510204,0.42857142857142855,0.42857142857142855,0.37142857142857144,0.6666666666666666,0.7142857142857143,0.6326530612244898,0.47619047619047616
35,1161201057,4.973,0.7,0.5,0.4,0.5,0.7,0.673469387755102,0.47619047619047616,0.4642857142857143,0.34285714285714286,0.5952380952380952,0.40476190476190477,0.7142857142857143,0.7142857142857143
36,1161301938,4.3771,0.7,0.7,0.6,0.4,0.8,0.7755102040816326,0.47619047619047616,0.42857142857142855,0.5142857142857142,0.6904761904761905,0.7857142857142857,0.7346938775510204,0.5952380952380952
37,1161102310,4.8286999999999995,0.4,0.7,0.4,0.7,0.5,0.7346938775510204,0.19047619047619047,0.21428571428571427,0.3142857142857143,0.5952380952380952,0.7380952380952381,0.8163265306122449,0.6428571428571429
38,1161102544,5.63425,0.4,0.8,0.6,0.2,0.6,0.7755102040816326,0.6190476190476191,0.5357142857142857,0.5428571428571428,0.35714285714285715,0.7142857142857143,0.8163265306122449,0.6190476190476191
39,1161102061,3.4876999999999994,0.1,0.6,0.4,0.7,0.5,0.5306122448979592,0.23809523809523808,0.10714285714285714,0.34285714285714286,0.38095238095238093,0.5952380952380952,0.6326530612244898,0.35714285714285715
40,1161100232,4.28455,0.6,0.6,0.7,0.5,0.2,0.8163265306122449,0.38095238095238093,0.5357142857142857,0.45714285714285713,0.6428571428571429,0.6666666666666666,0.7551020408163265,0.7619047619047619
41,1161102643,3.882,0.5,0.6,0.7,0.5,0.6,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5238095238095238,0.5510204081632653,0.6190476190476191
42,1161102616,3.97275,0.5,0.6,0.5,0.4,0.4,0.6530612244897959,0.38095238095238093,0.35714285714285715,0.3142857142857143,0.6190476190476191,0.7857142857142857,0.5714285714285714,0.6904761904761905
43,1161201946,4.4437500000000005,0.5,0.6,0.6,0.4,0.5,0.7142857142857143,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.6428571428571429,0.7380952380952381,0.6326530612244898,0.7142857142857143
44,1161102433,1.4670999999999998,0.4,0.9,0.6,0.6,0.6,0.5510204081632653,0.47619047619047616,0.4642857142857143,0.4857142857142857,0.5476190476190477,0.5714285714285714,0.7755102040816326,0.6666666666666666
45,1161100399,3.2289999999999996,0.4,0.8,0.6,0.6,0.5,0.6326530612244898,0.09523809523809523,0.03571428571428571,0.3142857142857143,0.5476190476190477,0.5,0.5102040816326531,0.5952380952380952
46,1161102243,3.9077,0.6,0.6,0.5,0.4,0.5,0.6938775510204082,0.2857142857142857,0.5,0.34285714285714286,0.5476190476190477,0.6428571428571429,0.7755102040816326,0.6666666666666666
47,1161100049,1.8317999999999999,0.4,0.7,0.4,0.9,0.8,0.5510204081632653,0.14285714285714285,0.14285714285714285,0.3142857142857143,0.2857142857142857,0.5714285714285714,0.46938775510204084,0.47619047619047616
48,1161100526,3.7355,0.7,0.8,0.7,0.4,0.5,0.6326530612244898,0.2857142857142857,0.5357142857142857,0.5428571428571428,0.38095238095238093,0.7142857142857143,0.7346938775510204,0.7619047619047619
49,1161100993,3.9465000000000003,0.5,0.6,0.6,0.6,0.5,0.5306122448979592,0.14285714285714285,0.39285714285714285,0.4,0.5238095238095238,0.6904761904761905,0.6530612244897959,0.47619047619047616
50,1161101368,4.9110000000000005,0.5,0.5,0.5,0.6,0.4,0.5510204081632653,0.0,0.14285714285714285,0.2,0.5714285714285714,0.6666666666666666,0.5918367346938775,0.5
51,1161302281,3.6702500000000002,0.8,0.6,0.6,0.6,0.5,0.7959183673469388,0.19047619047619047,0.39285714285714285,0.6571428571428571,0.40476190476190477,0.6666666666666666,0.4897959183673469,0.5714285714285714
52,1161100060,3.85175,0.5,0.6,0.6,0.8,0.4,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.4857142857142857,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.40476190476190477
53,1161100268,6.5280000000000005,0.5,0.6,0.8,0.6,0.6,0.7959183673469388,0.38095238095238093,0.5,0.8571428571428571,0.7619047619047619,0.7380952380952381,0.7346938775510204,0.6666666666666666
54,1161100171,4.2817,0.5,0.9,0.4,0.5,0.5,0.673469387755102,0.3333333333333333,0.14285714285714285,0.17142857142857143,0.5714285714285714,0.6904761904761905,0.5918367346938775,0.5
55,1161101112,3.6513499999999994,0.7,0.6,0.6,0.7,0.4,0.6326530612244898,0.42857142857142855,0.32142857142857145,0.6285714285714286,0.47619047619047616,0.6190476190476191,0.6326530612244898,0.5476190476190477
56,1161301360,3.7190000000000003,0.4,0.7,0.5,0.5,0.4,0.7755102040816326,0.5238095238095238,0.4642857142857143,0.34285714285714286,0.30952380952380953,0.7619047619047619,0.6122448979591837,0.5476190476190477
57,1161102277,5.061649999999999,0.5,0.8,0.8,0.7,0.6,0.6530612244897959,0.19047619047619047,0.35714285714285715,0.37142857142857144,0.6190476190476191,0.6904761904761905,0.7142857142857143,0.6904761904761905
58,1161102445,4.4026499999999995,0.5,0.6,0.5,0.4,0.8,0.4897959183673469,0.42857142857142855,0.39285714285714285,0.5142857142857142,0.6190476190476191,0.5952380952380952,0.5510204081632653,0.5
59,1161200208,3.882,0.7,0.4,0.6,0.3,0.8,0.5918367346938775,0.19047619047619047,0.39285714285714285,0.5142857142857142,0.5714285714285714,0.4523809523809524,0.7346938775510204,0.6190476190476191
60,1161201614,3.8346,0.4,0.6,0.5,0.3,0.7,0.5306122448979592,0.3333333333333333,0.39285714285714285,0.34285714285714286,0.6666666666666666,0.5476190476190477,0.6530612244897959,0.6190476190476191
61,1161301097,4.164149999999999,0.5,0.5,0.6,0.5,0.7,0.6326530612244898,0.2857142857142857,0.21428571428571427,0.3142857142857143,0.5238095238095238,0.8095238095238095,0.8163265306122449,0.6428571428571429
62,11611000444,3.7885000000000004,0.4,0.8,0.7,0.5,0.5,0.5714285714285714,0.23809523809523808,0.4642857142857143,0.4857142857142857,0.5476190476190477,0.6428571428571429,0.5918367346938775,0.5476190476190477
63,1161101364,4.02165,0.6,0.4,0.6,0.6,0.5,0.46938775510204084,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.6428571428571429,0.5238095238095238,0.5102040816326531,0.5
64,1161102219,3.2568,0.5,0.6,0.5,0.8,0.6,0.7142857142857143,0.3333333333333333,0.25,0.5714285714285714,0.4523809523809524,0.7619047619047619,0.5714285714285714,0.5952380952380952
65,1161101457,4.865500000000001,0.9,0.9,0.2,0.3,0.6,0.7755102040816326,0.6666666666666666,0.5714285714285714,0.4,0.9047619047619048,0.8095238095238095,0.7755102040816326,1.0
66,1161201813,2.675,0.6,0.8,0.4,0.6,0.6,0.5918367346938775,0.19047619047619047,0.17857142857142858,0.42857142857142855,0.42857142857142855,0.40476190476190477,0.6122448979591837,0.47619047619047616
67,1161102345,6.391500000000001,0.6,0.8,0.9,0.4,0.7,0.9183673469387755,0.38095238095238093,0.21428571428571427,0.2571428571428571,0.7857142857142857,0.9047619047619048,0.8367346938775511,0.7142857142857143
68,1161202335,4.7369,0.6,0.7,0.5,0.3,0.5,0.7755102040816326,0.3333333333333333,0.5357142857142857,0.42857142857142855,0.47619047619047616,0.5952380952380952,0.7346938775510204,0.47619047619047616
69,1161102211,6.80025,0.7,0.4,0.8,0.2,0.8,0.8775510204081632,0.047619047619047616,0.21428571428571427,0.5142857142857142,0.8333333333333334,0.9523809523809523,0.9591836734693877,0.8571428571428571
70,1161100132,6.0955,0.4,0.6,0.7,0.5,0.5,0.9183673469387755,0.14285714285714285,0.39285714285714285,0.42857142857142855,0.5238095238095238,0.9761904761904762,0.6938775510204082,0.7142857142857143
71,1161102361`,4.9756,0.4,0.5,0.3,0.7,0.3,0.6938775510204082,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.47619047619047616,0.5714285714285714,0.47619047619047616
72,1161101783,3.5943999999999994,0.5,0.7,0.7,0.6,0.7,0.5714285714285714,0.14285714285714285,0.39285714285714285,0.34285714285714286,0.6904761904761905,0.5952380952380952,0.6122448979591837,0.7142857142857143
73,1161100398,3.069,0.5,0.7,0.7,0.6,0.5,0.6326530612244898,0.42857142857142855,0.2857142857142857,0.37142857142857144,0.5238095238095238,0.6904761904761905,0.6530612244897959,0.5
74,1161100251,4.8383,0.7,0.6,0.6,0.6,0.5,0.7755102040816326,0.09523809523809523,0.5357142857142857,0.45714285714285713,0.5476190476190477,0.8809523809523809,0.5918367346938775,0.6904761904761905
75,1161102570,3.8359,0.6,0.7,0.6,0.7,0.8,0.7959183673469388,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.6190476190476191,0.6904761904761905,0.673469387755102,0.7619047619047619
76,1161100239,2.7366,0.5,0.8,0.8,0.5,0.5,0.4489795918367347,0.2857142857142857,0.25,0.42857142857142855,0.38095238095238093,0.7619047619047619,0.673469387755102,0.5
77,1161102148,4.0017,0.5,0.9,0.7,0.7,0.7,0.6530612244897959,0.0,0.32142857142857145,0.2571428571428571,0.47619047619047616,0.6428571428571429,0.673469387755102,0.5714285714285714
78,1191202190,3.8887500000000004,0.5,0.4,0.5,0.5,0.5,0.6326530612244898,0.42857142857142855,0.32142857142857145,0.45714285714285713,0.6428571428571429,0.5952380952380952,0.7142857142857143,0.6428571428571429
79,1161201327,6.7700000000000005,0.5,0.9,0.6,0.4,0.4,0.7755102040816326,0.38095238095238093,0.35714285714285715,0.5714285714285714,0.9047619047619048,0.7380952380952381,0.673469387755102,0.8809523809523809
80,1161102260,3.0961,0.5,0.7,0.7,0.6,0.6,0.16326530612244897,0.09523809523809523,0.0,0.2,0.14285714285714285,0.40476190476190477,0.4489795918367347,0.5
81,1161102373,2.879,0.5,0.6,0.3,0.5,0.5,0.2857142857142857,0.38095238095238093,0.32142857142857145,0.45714285714285713,0.42857142857142855,0.5,0.4489795918367347,0.3333333333333333
82,1161302087,2.4745,0.6,0.3,0.3,0.7,0.9,0.6530612244897959,0.19047619047619047,0.21428571428571427,0.2571428571428571,0.40476190476190477,0.7142857142857143,0.5306122448979592,0.5
83,1161102412,3.882,0.4,0.6,0.6,0.6,0.5,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
84,1161101908,4.18625,0.6,0.5,0.6,0.4,0.6,0.6326530612244898,0.42857142857142855,0.4642857142857143,0.45714285714285713,0.5238095238095238,0.7142857142857143,0.7346938775510204,0.5952380952380952
85,1161100112,6.463,0.7,0.8,0.9,0.1,0.6,0.9387755102040817,0.6666666666666666,0.75,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.8163265306122449,1.0
86,1161100233,5.26725,0.2,0.8,0.7,0.7,0.6,0.7551020408163265,0.23809523809523808,0.35714285714285715,0.3142857142857143,0.38095238095238093,0.7380952380952381,0.7959183673469388,0.6190476190476191
87,1161102170,3.9294,0.5,0.7,0.4,0.6,0.7,0.5306122448979592,0.5238095238095238,0.42857142857142855,0.5142857142857142,0.42857142857142855,0.6190476190476191,0.5714285714285714,0.47619047619047616
88,1161102288,4.495800000000001,0.6,0.7,0.5,0.5,0.5,0.7755102040816326,0.2857142857142857,0.2857142857142857,0.2571428571428571,0.6666666666666666,0.9523809523809523,0.6530612244897959,0.7380952380952381
89,1161102288,4.495800000000001,0.6,0.7,0.5,0.5,0.5,0.7755102040816326,0.2857142857142857,0.2857142857142857,0.2571428571428571,0.6666666666666666,0.9523809523809523,0.6530612244897959,0.7380952380952381
90,1161102288,4.495800000000001,0.6,0.7,0.5,0.5,0.5,0.7755102040816326,0.2857142857142857,0.2857142857142857,0.2571428571428571,0.6666666666666666,0.9523809523809523,0.6530612244897959,0.7380952380952381
91,1161102288,4.495800000000001,0.6,0.7,0.5,0.5,0.5,0.7755102040816326,0.2857142857142857,0.2857142857142857,0.2571428571428571,0.6666666666666666,0.9523809523809523,0.6530612244897959,0.7380952380952381
92,1161100428,3.4842500000000003,0.6,0.5,0.6,0.6,0.7,0.4897959183673469,0.047619047619047616,0.5357142857142857,0.2,0.5,0.5952380952380952,0.6938775510204082,0.38095238095238093
93,1151304118,4.285500000000001,0.7,0.8,0.8,0.3,0.6,0.6122448979591837,0.047619047619047616,0.5714285714285714,0.6571428571428571,0.6666666666666666,0.7380952380952381,0.7551020408163265,0.6904761904761905
94,1161501357,3.8346,0.5,0.5,0.5,0.5,0.5,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
95,1161201669,4.689500000000001,0.5,0.5,0.6,0.5,0.6,0.4489795918367347,0.2857142857142857,0.5,0.42857142857142855,0.5,0.38095238095238093,0.40816326530612246,0.40476190476190477
96,1161100505,3.0364999999999998,0.5,0.7,0.5,0.2,0.4,0.8571428571428571,0.42857142857142855,0.5357142857142857,0.5714285714285714,0.5,0.9285714285714286,0.8163265306122449,0.5952380952380952
97,1161200655,3.8215000000000003,0.4,0.5,0.6,0.6,0.6,0.5714285714285714,0.3333333333333333,0.35714285714285715,0.37142857142857144,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.5714285714285714
98,1161102646,3.73615,0.4,0.7,0.8,0.5,0.9,0.6326530612244898,0.09523809523809523,0.5,0.5428571428571428,0.47619047619047616,0.5952380952380952,0.6530612244897959,0.6190476190476191
99,1161100129,4.5837,0.2,0.4,0.3,0.7,0.6,0.6326530612244898,0.47619047619047616,0.42857142857142855,0.2571428571428571,0.5238095238095238,0.8095238095238095,0.5306122448979592,0.7142857142857143
100,1161202184,5.7699,0.5,0.5,0.7,0.5,0.4,0.6530612244897959,0.19047619047619047,0.39285714285714285,0.3142857142857143,0.7380952380952381,0.6428571428571429,0.6326530612244898,0.8095238095238095
101,1161201390,4.862299999999999,0.6,0.6,0.6,0.4,0.5,0.6938775510204082,0.3333333333333333,0.35714285714285715,0.5142857142857142,0.5952380952380952,0.6904761904761905,0.7142857142857143,0.6666666666666666
102,1161101475,3.6436,0.7,0.7,0.5,0.5,0.7,0.5714285714285714,0.47619047619047616,0.5,0.45714285714285713,0.5714285714285714,0.5952380952380952,0.6122448979591837,0.5952380952380952
103,1161100695,3.9700000000000006,0.5,0.7,0.5,0.4,0.6,0.6122448979591837,0.3333333333333333,0.39285714285714285,0.45714285714285713,0.5476190476190477,0.5714285714285714,0.7142857142857143,0.6190476190476191
104,1161102035,4.82195,0.4,0.8,0.6,0.5,0.8,0.6938775510204082,0.09523809523809523,0.10714285714285714,0.2571428571428571,0.5476190476190477,0.7619047619047619,0.7755102040816326,0.7380952380952381
105,1161102284,3.7058999999999997,0.5,0.8,0.7,0.6,0.5,0.5918367346938775,0.047619047619047616,0.17857142857142858,0.5142857142857142,0.38095238095238093,0.7142857142857143,0.5510204081632653,0.5238095238095238
106,1161101158,4.321000000000001,0.3,0.5,0.5,0.6,0.6,0.8775510204081632,0.3333333333333333,0.42857142857142855,0.4,0.35714285714285715,0.7619047619047619,0.8367346938775511,0.6428571428571429
107,1161100191,2.9595,0.3,0.6,0.4,0.8,0.7,0.6122448979591837,0.42857142857142855,0.32142857142857145,0.4,0.5476190476190477,0.6428571428571429,0.6122448979591837,0.4523809523809524
108,1161101303,5.9375,0.6,0.8,0.5,0.5,0.5,0.8163265306122449,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.7380952380952381,0.8809523809523809,0.7551020408163265,0.9047619047619048
109,1161102452,3.61425,0.5,0.5,0.7,0.7,0.5,0.5714285714285714,0.2857142857142857,0.32142857142857145,0.45714285714285713,0.5,0.7857142857142857,0.7142857142857143,0.5952380952380952
110,1161102435,4.0305,0.5,0.7,0.4,0.6,0.6,0.6326530612244898,0.23809523809523808,0.21428571428571427,0.34285714285714286,0.47619047619047616,0.6904761904761905,0.7551020408163265,0.4523809523809524
111,1161102326,4.15325,0.5,0.5,0.6,0.6,0.6,0.7142857142857143,0.09523809523809523,0.25,0.5142857142857142,0.5952380952380952,0.6904761904761905,0.7755102040816326,0.6666666666666666
112,1161100961,3.5515000000000003,0.5,0.8,0.7,0.3,0.4,0.6122448979591837,0.38095238095238093,0.42857142857142855,0.5428571428571428,0.5714285714285714,0.6190476190476191,0.6938775510204082,0.38095238095238093
113,1161102053,4.572299999999999,0.4,0.7,0.5,0.6,0.5,0.6530612244897959,0.42857142857142855,0.39285714285714285,0.4857142857142857,0.5714285714285714,0.6190476190476191,0.6122448979591837,0.5238095238095238
114,1161101498,3.9455999999999998,0.5,0.5,0.6,0.5,0.5,0.5510204081632653,0.23809523809523808,0.25,0.34285714285714286,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714
115,1161102122,4.37875,0.6,0.7,0.7,0.5,0.5,0.7142857142857143,0.3333333333333333,0.5714285714285714,0.34285714285714286,0.7380952380952381,0.7619047619047619,0.7755102040816326,0.7142857142857143
116,1161101872,3.6939,0.6,0.8,0.6,0.6,0.4,0.5918367346938775,0.2857142857142857,0.39285714285714285,0.45714285714285713,0.5476190476190477,0.5476190476190477,0.5306122448979592,0.5
117,1161200952,5.6028,0.4,0.8,0.7,0.5,0.8,0.5510204081632653,0.6190476190476191,0.32142857142857145,0.34285714285714286,0.40476190476190477,0.4523809523809524,0.5918367346938775,0.6666666666666666
118,1161102347,3.0460000000000003,0.4,0.8,0.2,0.8,0.9,0.6326530612244898,0.09523809523809523,0.2857142857142857,0.37142857142857144,0.19047619047619047,0.47619047619047616,0.6122448979591837,0.35714285714285715
119,1161200852,4.3316,0.5,0.5,0.6,0.4,0.5,0.5510204081632653,0.5238095238095238,0.5,0.37142857142857144,0.5,0.5,0.5306122448979592,0.40476190476190477
120,1161100530,5.523499999999999,0.9,0.8,0.9,0.2,0.7,0.8775510204081632,0.6666666666666666,0.8571428571428571,0.8,0.9285714285714286,0.8095238095238095,0.8571428571428571,0.9761904761904762
121,1161202424,3.6702500000000002,0.5,0.5,0.6,0.8,0.7,0.8367346938775511,0.19047619047619047,0.10714285714285714,0.2571428571428571,0.5952380952380952,0.8333333333333334,0.9387755102040817,0.7380952380952381
122,1161101785,5.11375,0.4,0.6,0.5,0.6,0.4,0.6122448979591837,0.38095238095238093,0.42857142857142855,0.5142857142857142,0.38095238095238093,0.6666666666666666,0.6122448979591837,0.47619047619047616
123,1161100898,3.9768,0.5,0.6,0.5,0.5,0.6,0.5306122448979592,0.23809523809523808,0.39285714285714285,0.34285714285714286,0.4523809523809524,0.42857142857142855,0.5510204081632653,0.4523809523809524
124,1161200163,5.03125,0.6,0.3,0.7,0.6,0.6,0.5714285714285714,0.3333333333333333,0.32142857142857145,0.34285714285714286,0.42857142857142855,0.5,0.5306122448979592,0.4523809523809524
125,1161100897,3.93525,0.6,0.5,0.5,0.4,0.6,0.6530612244897959,0.42857142857142855,0.4642857142857143,0.3142857142857143,0.6190476190476191,0.5476190476190477,0.6530612244897959,0.7380952380952381
126,1161100690,5.3778500000000005,0.4,0.7,0.7,0.7,0.6,0.8367346938775511,0.42857142857142855,0.4642857142857143,0.2571428571428571,0.7380952380952381,0.7619047619047619,0.9591836734693877,0.6666666666666666
127,1161101484,4.50425,0.6,0.7,0.5,0.4,0.5,0.6530612244897959,0.14285714285714285,0.32142857142857145,0.2,0.6904761904761905,0.6666666666666666,0.6326530612244898,0.6666666666666666
128,1161100622,4.3862499999999995,0.5,0.8,0.6,0.3,0.5,0.5510204081632653,0.6190476190476191,0.4642857142857143,0.5142857142857142,0.5952380952380952,0.5,0.4489795918367347,0.5714285714285714
129,1161100590,2.879,0.4,0.6,0.4,0.5,0.7,0.42857142857142855,0.5238095238095238,0.5714285714285714,0.5142857142857142,0.42857142857142855,0.47619047619047616,0.42857142857142855,0.42857142857142855
130,1161102508,4.4380500000000005,0.5,0.4,0.5,0.7,0.5,0.673469387755102,0.19047619047619047,0.5,0.6857142857142857,0.30952380952380953,0.8095238095238095,0.6530612244897959,0.5
131,1161201477,3.882,0.5,0.5,0.4,0.8,0.4,0.5102040816326531,0.38095238095238093,0.42857142857142855,0.37142857142857144,0.6428571428571429,0.5476190476190477,0.4897959183673469,0.5238095238095238
132,1161101902,1.8945499999999997,0.3,0.5,0.5,0.7,0.5,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.5428571428571428,0.30952380952380953,0.5476190476190477,0.5102040816326531,0.40476190476190477
133,1161100699,3.4716,0.5,0.4,0.4,0.7,0.3,0.6326530612244898,0.23809523809523808,0.42857142857142855,0.34285714285714286,0.5238095238095238,0.5714285714285714,0.6122448979591837,0.5238095238095238
